,Order,Mesh Size,Error,Alpha,Bonus Int
65,1.0,1.0,0.0020232765757457684,3.0,5.0
66,1.0,1.0,0.0017519889440679559,3.0,6.0
67,1.0,1.0,0.001749483704448713,3.0,7.0
68,1.0,1.0,0.0016430783151964155,3.0,8.0
69,1.0,1.0,0.0016416658762112419,3.0,9.0
70,1.0,1.0,0.0015642762049557176,3.0,10.0
71,1.0,1.0,0.0015646074030546478,3.0,11.0
72,1.0,1.0,0.0015084772889646123,3.0,12.0
73,1.0,1.0,0.0015102047799826828,3.0,13.0
74,1.0,1.0,0.001470785312362847,3.0,14.0
75,1.0,1.0,0.0014730829416719487,3.0,15.0
76,1.0,1.0,0.0014463364598578496,3.0,16.0
77,1.0,1.0,0.0014485270307174347,3.0,17.0
78,1.0,1.0,0.0014310660558606873,3.0,18.0
79,1.0,1.0,0.0014329090772933362,3.0,19.0
80,1.0,1.0,0.006034297638956284,4.0,0.0
81,1.0,1.0,0.004864074485010464,4.0,1.0
82,1.0,1.0,0.0013263504124976114,4.0,2.0
83,1.0,1.0,0.0013293267297402266,4.0,3.0
84,1.0,1.0,0.0018303407118304455,4.0,4.0
85,1.0,1.0,0.0019554830952016643,4.0,5.0
86,1.0,1.0,0.0016763147856489742,4.0,6.0
87,1.0,1.0,0.0016732834652915466,4.0,7.0
88,1.0,1.0,0.0015669538534259558,4.0,8.0
89,1.0,1.0,0.0015650824836828425,4.0,9.0
90,1.0,1.0,0.0014888314330779857,4.0,10.0
91,1.0,1.0,0.001488804633373448,4.0,11.0
92,1.0,1.0,0.001434322697889098,4.0,12.0
93,1.0,1.0,0.0014358259938305766,4.0,13.0
94,1.0,1.0,0.0013981056408599885,4.0,14.0
95,1.0,1.0,0.0014002860722727316,4.0,15.0
96,1.0,1.0,0.0013749641757690842,4.0,16.0
97,1.0,1.0,0.0013770967499485407,4.0,17.0
98,1.0,1.0,0.0013606713153022085,4.0,18.0
99,1.0,1.0,0.0013624864052780017,4.0,19.0
100,1.0,1.0,0.1898082763127138,5.0,0.0
101,1.0,1.0,0.004577272138513698,5.0,1.0
102,1.0,1.0,0.0012648024116726424,5.0,2.0
103,1.0,1.0,0.0012688794090717002,5.0,3.0
104,1.0,1.0,0.0017693472179599965,5.0,4.0
105,1.0,1.0,0.001898967534402496,5.0,5.0
106,1.0,1.0,0.0016112340139716487,5.0,6.0
107,1.0,1.0,0.00160767068704071,5.0,7.0
108,1.0,1.0,0.0015012371289294412,5.0,8.0
109,1.0,1.0,0.0014988886302513857,5.0,9.0
110,1.0,1.0,0.0014236500836582995,5.0,10.0
111,1.0,1.0,0.0014232386623889903,5.0,11.0
112,1.0,1.0,0.0013702824358442689,5.0,12.0
113,1.0,1.0,0.0013715369093969354,5.0,13.0
114,1.0,1.0,0.0013354040092996091,5.0,14.0
115,1.0,1.0,0.0013374499914735446,5.0,15.0
116,1.0,1.0,0.0013134691413732014,5.0,16.0
117,1.0,1.0,0.0013155335123714684,5.0,17.0
118,1.0,1.0,0.0013000924201611859,5.0,18.0
119,1.0,1.0,0.0013018737319965953,5.0,19.0
120,1.0,1.0,1.5021404414068802,6.0,0.0
121,1.0,1.0,0.004324888616203753,6.0,1.0
122,1.0,1.0,0.001215649664820581,6.0,2.0
123,1.0,1.0,0.001219739494258045,6.0,3.0
124,1.0,1.0,0.0017164706850440257,6.0,4.0
125,1.0,1.0,0.0018490474302769316,6.0,5.0
126,1.0,1.0,0.0015551118352915925,6.0,6.0
127,1.0,1.0,0.001551014910564171,6.0,7.0
128,1.0,1.0,0.0014443496410314475,6.0,8.0
129,1.0,1.0,0.0014415082228284536,6.0,9.0
130,1.0,1.0,0.001367185227901081,6.0,10.0
131,1.0,1.0,0.0013663638621135075,6.0,11.0
132,1.0,1.0,0.0013148279275483061,6.0,12.0
133,1.0,1.0,0.0013158094463930424,6.0,13.0
134,1.0,1.0,0.0012811621793593915,6.0,14.0
135,1.0,1.0,0.001283056592046706,6.0,15.0
136,1.0,1.0,0.001260338922606396,6.0,16.0
137,1.0,1.0,0.0012623249754744395,6.0,17.0
138,1.0,1.0,0.0012478203642925013,6.0,18.0
139,1.0,1.0,0.0012495621858500158,6.0,19.0
140,1.0,1.0,0.16279751464061032,7.0,0.0
141,1.0,1.0,0.07302890901946868,7.0,1.0
142,1.0,1.0,0.0011724382867440175,7.0,2.0
143,1.0,1.0,0.001174792822575224,7.0,3.0
144,1.0,1.0,0.0016726637050995432,7.0,4.0
145,1.0,1.0,0.0018077064740350892,7.0,5.0
146,1.0,1.0,0.0015066130541107157,7.0,6.0
147,1.0,1.0,0.0015019846468316204,7.0,7.0
148,1.0,1.0,0.0013950053593456979,7.0,8.0
149,1.0,1.0,0.0013916575021942054,7.0,9.0
150,1.0,1.0,0.0013181803933500573,7.0,10.0
151,1.0,1.0,0.0013169251563614804,7.0,11.0
152,1.0,1.0,0.0012667201869281384,7.0,12.0
153,1.0,1.0,0.001267405244766497,7.0,13.0
154,1.0,1.0,0.001234150454269974,7.0,14.0
155,1.0,1.0,0.0012358763878181998,7.0,15.0
156,1.0,1.0,0.0012143482878131512,7.0,16.0
157,1.0,1.0,0.001216246026553553,7.0,17.0
158,1.0,1.0,0.0012026319927448213,7.0,18.0
159,1.0,1.0,0.0012043287507874521,7.0,19.0
160,1.0,1.0,0.18659706230213863,8.0,0.0
161,1.0,1.0,0.03720967960806559,8.0,1.0
162,1.0,1.0,0.0011362519445320472,8.0,2.0
163,1.0,1.0,0.0011321664590743681,8.0,3.0
164,1.0,1.0,0.0016344016711925247,8.0,4.0
165,1.0,1.0,0.0017713555490386412,8.0,5.0
166,1.0,1.0,0.0014646446494042654,8.0,6.0
167,1.0,1.0,0.001459490007067245,8.0,7.0
168,1.0,1.0,0.001352154371278882,8.0,8.0
169,1.0,1.0,0.0013482887037436027,8.0,9.0
170,1.0,1.0,0.0012756131531125488,8.0,10.0
171,1.0,1.0,0.001273901603099381,8.0,11.0
172,1.0,1.0,0.001224952941954314,8.0,12.0
173,1.0,1.0,0.0012253187752755436,8.0,13.0
174,1.0,1.0,0.0011933703293742761,8.0,14.0
175,1.0,1.0,0.0011949111484277305,8.0,15.0
176,1.0,1.0,0.0011745014940355448,8.0,16.0
177,1.0,1.0,0.0011763010551982052,8.0,17.0
178,1.0,1.0,0.001163532030825358,8.0,18.0
179,1.0,1.0,0.0011651782840677901,8.0,19.0
180,1.0,1.0,0.006136515733725887,9.0,0.0
181,1.0,1.0,0.025063011103586316,9.0,1.0
182,1.0,1.0,0.0011057736483103967,9.0,2.0
183,1.0,1.0,0.0011079363283537855,9.0,3.0
184,1.0,1.0,0.0016034275866218183,9.0,4.0
185,1.0,1.0,0.0017411158047273077,9.0,5.0
186,1.0,1.0,0.001428311384701382,9.0,6.0
187,1.0,1.0,0.0014226383840275326,9.0,7.0
188,1.0,1.0,0.0013149397830070574,9.0,8.0
189,1.0,1.0,0.0013105469870542746,9.0,9.0
190,1.0,1.0,0.0012386521782064717,9.0,10.0
191,1.0,1.0,0.0012364634531213208,9.0,11.0
192,1.0,1.0,0.0011887094888271218,9.0,12.0
193,1.0,1.0,0.0011887341890758029,9.0,13.0
194,1.0,1.0,0.0011580111237410604,9.0,14.0
195,1.0,1.0,0.001159350521216456,9.0,15.0
196,1.0,1.0,0.0011399887609928935,9.0,16.0
197,1.0,1.0,0.001141680417047718,9.0,17.0
198,1.0,1.0,0.0011297094610396565,9.0,18.0
199,1.0,1.0,0.0011312998840378832,9.0,19.0
200,1.0,1.0,0.0061586287956411434,10.0,0.0
201,1.0,1.0,0.018949218299514153,10.0,1.0
202,1.0,1.0,0.0010809356641162384,10.0,2.0
203,1.0,1.0,0.0010820751469512561,10.0,3.0
204,1.0,1.0,0.0015741403306043604,10.0,4.0
205,1.0,1.0,0.0017120392152199463,10.0,5.0
206,1.0,1.0,0.0013968805838937774,10.0,6.0
207,1.0,1.0,0.0013906993055479752,10.0,7.0
208,1.0,1.0,0.0012826642501730344,10.0,8.0
209,1.0,1.0,0.0012777370073157187,10.0,9.0
210,1.0,1.0,0.0012066240182105408,10.0,10.0
211,1.0,1.0,0.0012039389497844981,10.0,11.0
212,1.0,1.0,0.0011573294559014949,10.0,12.0
213,1.0,1.0,0.0011569920876169327,10.0,13.0
214,1.0,1.0,0.0011274167003224316,10.0,14.0
215,1.0,1.0,0.0011285387489078267,10.0,15.0
216,1.0,1.0,0.0011101529814208538,10.0,16.0
217,1.0,1.0,0.001111727138360343,10.0,17.0
218,1.0,1.0,0.0011005042492757268,10.0,18.0
219,1.0,1.0,0.001102033609869616,10.0,19.0
220,1.0,1.0,0.09058423724101877,11.0,0.0
221,1.0,1.0,0.015268121994663937,11.0,1.0
222,1.0,1.0,0.0010605571168171807,11.0,2.0
223,1.0,1.0,0.001062771035257933,11.0,3.0
224,1.0,1.0,0.0015512437203009043,11.0,4.0
225,1.0,1.0,0.0016895390732330716,11.0,5.0
226,1.0,1.0,0.001369755640045233,11.0,6.0
227,1.0,1.0,0.0013630780380251828,11.0,7.0
228,1.0,1.0,0.0012547635621259952,11.0,8.0
229,1.0,1.0,0.0012492965487302709,11.0,9.0
230,1.0,1.0,0.0011789870217368366,11.0,10.0
231,1.0,1.0,0.0011757882795670636,11.0,11.0
232,1.0,1.0,0.0011302828297352807,11.0,12.0
233,1.0,1.0,0.001129563564960272,11.0,13.0
234,1.0,1.0,0.0011010595792270705,11.0,14.0
235,1.0,1.0,0.0011019487880466567,11.0,15.0
236,1.0,1.0,0.0010844639356679593,11.0,16.0
237,1.0,1.0,0.001085911129697768,11.0,17.0
238,1.0,1.0,0.0010753816592444173,11.0,18.0
239,1.0,1.0,0.0010768447925404263,11.0,19.0
240,1.0,1.0,0.06067218438989635,12.0,0.0
241,1.0,1.0,0.012808647577983227,12.0,1.0
242,1.0,1.0,0.0010449568866264252,12.0,2.0
243,1.0,1.0,0.0010458150998230718,12.0,3.0
244,1.0,1.0,0.0015320638219008015,12.0,4.0
245,1.0,1.0,0.001669884864782292,12.0,5.0
246,1.0,1.0,0.0013464536116700183,12.0,6.0
247,1.0,1.0,0.0013392932650151846,12.0,7.0
248,1.0,1.0,0.0012307855461783767,12.0,8.0
249,1.0,1.0,0.001224775482168847,12.0,9.0
250,1.0,1.0,0.0011553105747179001,12.0,10.0
251,1.0,1.0,0.0011515828486187703,12.0,11.0
252,1.0,1.0,0.0011071493800557746,12.0,12.0
253,1.0,1.0,0.0011060296579736676,12.0,13.0
254,1.0,1.0,0.0010785205495592095,12.0,14.0
255,1.0,1.0,0.0010791619333338236,12.0,15.0
256,1.0,1.0,0.0010624980940752043,12.0,16.0
257,1.0,1.0,0.0010638089922591811,12.0,17.0
258,1.0,1.0,0.001053912222367335,12.0,18.0
259,1.0,1.0,0.0010553040042835583,12.0,19.0
260,1.0,1.0,0.04602007240877329,13.0,0.0
261,1.0,1.0,0.011048953077971017,13.0,1.0
262,1.0,1.0,0.001032966303464818,13.0,2.0
263,1.0,1.0,0.0010291187663327495,13.0,3.0
264,1.0,1.0,0.0015159289847015383,13.0,4.0
265,1.0,1.0,0.0016512581767587765,13.0,5.0
266,1.0,1.0,0.0013265869340174305,13.0,6.0
267,1.0,1.0,0.0013189588735271329,13.0,7.0
268,1.0,1.0,0.0012103729741003732,13.0,8.0
269,1.0,1.0,0.0012038187252871597,13.0,9.0
270,1.0,1.0,0.0011352583558553054,13.0,10.0
271,1.0,1.0,0.001130988580979701,13.0,11.0
272,1.0,1.0,0.0010876021521710553,13.0,12.0
273,1.0,1.0,0.0010860648706576463,13.0,13.0
274,1.0,1.0,0.0010594724279512928,13.0,14.0
275,1.0,1.0,0.0010598515950529816,13.0,15.0
276,1.0,1.0,0.0010439226433170354,13.0,16.0
277,1.0,1.0,0.001045088052730211,13.0,17.0
278,1.0,1.0,0.0010357559917474031,13.0,18.0
279,1.0,1.0,0.0010370713150060554,13.0,19.0
280,1.0,1.0,0.03728495205158123,14.0,0.0
281,1.0,1.0,0.009727184258596772,14.0,1.0
282,1.0,1.0,0.0010241075435203236,14.0,2.0
283,1.0,1.0,0.0010262387626092414,14.0,3.0
284,1.0,1.0,0.0015027212640583258,14.0,4.0
285,1.0,1.0,0.001636049082527503,14.0,5.0
286,1.0,1.0,0.0013098488185014426,14.0,6.0
287,1.0,1.0,0.0013017694228993296,14.0,7.0
288,1.0,1.0,0.0011932495878933147,14.0,8.0
289,1.0,1.0,0.001186152318092991,14.0,9.0
290,1.0,1.0,0.001118574665058304,14.0,10.0
291,1.0,1.0,0.0011137522899738635,14.0,11.0
292,1.0,1.0,0.0010713940611939172,14.0,12.0
293,1.0,1.0,0.001069423803887535,14.0,13.0
294,1.0,1.0,0.0010436669847394841,14.0,14.0
295,1.0,1.0,0.00104377024906177,14.0,15.0
296,1.0,1.0,0.0010284827522845385,14.0,16.0
297,1.0,1.0,0.0010294936416535758,14.0,17.0
298,1.0,1.0,0.0010206500944235201,14.0,18.0
299,1.0,1.0,0.0010218838496222945,14.0,19.0
300,1.0,1.0,0.03146572827890373,15.0,0.0
301,1.0,1.0,0.003056480955200186,15.0,1.0
302,1.0,1.0,0.0010206702700815361,15.0,2.0
303,1.0,1.0,0.0010225438030333019,15.0,3.0
304,1.0,1.0,0.0014930844799469645,15.0,4.0
305,1.0,1.0,0.0016236365442577252,15.0,5.0
306,1.0,1.0,0.0012960014301414738,15.0,6.0
307,1.0,1.0,0.0012874883827372885,15.0,7.0
308,1.0,1.0,0.0011792085413625353,15.0,8.0
309,1.0,1.0,0.001171571906800965,15.0,9.0
310,1.0,1.0,0.0011050731324638065,15.0,10.0
311,1.0,1.0,0.0010996904255761622,15.0,11.0
312,1.0,1.0,0.0010583468789396885,15.0,12.0
313,1.0,1.0,0.001055930177661997,15.0,13.0
314,1.0,1.0,0.0010309243194158032,15.0,14.0
315,1.0,1.0,0.0010307388390146048,15.0,15.0
316,1.0,1.0,0.0010159913576901752,15.0,16.0
317,1.0,1.0,0.0010168388947030633,15.0,17.0
318,1.0,1.0,0.0010083988648302371,15.0,18.0
319,1.0,1.0,0.001009545928890856,15.0,19.0
320,1.0,1.0,0.006304612954899516,16.0,0.0
321,1.0,1.0,0.007872274376253189,16.0,1.0
322,1.0,1.0,0.0010189541744002662,16.0,2.0
323,1.0,1.0,0.0010208620233114148,16.0,3.0
324,1.0,1.0,0.0014856919246643385,16.0,4.0
325,1.0,1.0,0.0016129616288730335,16.0,5.0
326,1.0,1.0,0.0012848653704921656,16.0,6.0
327,1.0,1.0,0.0012759376571162397,16.0,7.0
328,1.0,1.0,0.0011681027646270271,16.0,8.0
329,1.0,1.0,0.001159933139692533,16.0,9.0
330,1.0,1.0,0.0010946272968578865,16.0,10.0
331,1.0,1.0,0.0010886796815352759,16.0,11.0
332,1.0,1.0,0.0010483420897105004,16.0,12.0
333,1.0,1.0,0.0010454677177635606,16.0,13.0
334,1.0,1.0,0.0010211241539710048,16.0,14.0
335,1.0,1.0,0.0010206380970229183,16.0,15.0
336,1.0,1.0,0.0010063209381884555,16.0,16.0
337,1.0,1.0,0.0010069965446482122,16.0,17.0
338,1.0,1.0,0.0009988660333580556,16.0,18.0
339,1.0,1.0,0.0009999212672542324,16.0,19.0
340,1.0,1.0,0.006331395794224474,17.0,0.0
341,1.0,1.0,0.0029294513663512605,17.0,1.0
342,1.0,1.0,0.0010215272844685327,17.0,2.0
343,1.0,1.0,0.0010233484623935912,17.0,3.0
344,1.0,1.0,0.0014801466232854475,17.0,4.0
345,1.0,1.0,0.0016037830842363788,17.0,5.0
346,1.0,1.0,0.0012763106306441566,17.0,6.0
347,1.0,1.0,0.0012669885644112449,17.0,7.0
348,1.0,1.0,0.0011598368825598451,17.0,8.0
349,1.0,1.0,0.0011511436030565713,17.0,9.0
350,1.0,1.0,0.0010871626795182813,17.0,10.0
351,1.0,1.0,0.0010806490832991945,17.0,11.0
352,1.0,1.0,0.001041313230836858,17.0,12.0
353,1.0,1.0,0.0010379725180830273,17.0,13.0
354,1.0,1.0,0.0010141986521255504,17.0,14.0
355,1.0,1.0,0.0010134013879665611,17.0,15.0
356,1.0,1.0,0.0009993968847312664,17.0,16.0
357,1.0,1.0,0.0009998923105136084,17.0,17.0
358,1.0,1.0,0.0009919685835842681,17.0,18.0
359,1.0,1.0,0.0009929268407906922,17.0,19.0
360,1.0,1.0,0.021746777397315408,18.0,0.0
361,1.0,1.0,0.006630423799357003,18.0,1.0
362,1.0,1.0,0.0010283044763328656,18.0,2.0
363,1.0,1.0,0.0010290347039747505,18.0,3.0
364,1.0,1.0,0.0014759313272615525,18.0,4.0
365,1.0,1.0,0.0015951138792604062,18.0,5.0
366,1.0,1.0,0.0012702504834696444,18.0,6.0
367,1.0,1.0,0.0012605557604888759,18.0,7.0
368,1.0,1.0,0.001154360419736585,18.0,8.0
369,1.0,1.0,0.0011451560275895273,18.0,9.0
370,1.0,1.0,0.0010826500903684119,18.0,10.0
371,1.0,1.0,0.0010755732891598313,18.0,11.0
372,1.0,1.0,0.0010372394456295158,18.0,12.0
373,1.0,1.0,0.0010334266016648929,18.0,13.0
374,1.0,1.0,0.0010101264822460901,18.0,14.0
375,1.0,1.0,0.0010090087922094567,18.0,15.0
376,1.0,1.0,0.000995192182394088,18.0,16.0
377,1.0,1.0,0.000995499597749904,18.0,17.0
378,1.0,1.0,0.0009876719984834865,18.0,18.0
379,1.0,1.0,0.0009885281450484492,18.0,19.0
380,1.0,1.0,0.0198040421402205,19.0,0.0
381,1.0,1.0,0.0061508186013094004,19.0,1.0
382,1.0,1.0,0.0010374731635250573,19.0,2.0
383,1.0,1.0,0.0010373934093450528,19.0,3.0
384,1.0,1.0,0.0014751078372561989,19.0,4.0
385,1.0,1.0,0.0015911130725305299,19.0,5.0
386,1.0,1.0,0.0012666337647811356,19.0,6.0
387,1.0,1.0,0.001256589513721713,19.0,7.0
388,1.0,1.0,0.001151662109266735,19.0,8.0
389,1.0,1.0,0.0011419625814817432,19.0,9.0
390,1.0,1.0,0.001081099998702859,19.0,10.0
391,1.0,1.0,0.0010734669334707854,19.0,11.0
392,1.0,1.0,0.0010361400725744552,19.0,12.0
393,1.0,1.0,0.0010318525002013723,19.0,13.0
394,1.0,1.0,0.0010089279346961336,19.0,14.0
395,1.0,1.0,0.0010074822343543754,19.0,15.0
396,1.0,1.0,0.0009937232080925757,19.0,16.0
397,1.0,1.0,0.0009938353122363641,19.0,17.0
398,1.0,1.0,0.0009859867029805383,19.0,18.0
399,1.0,1.0,0.0009867356494893701,19.0,19.0
400,1.0,1.0,0.018220063667974868,20.0,0.0
401,1.0,1.0,0.005738474997734945,20.0,1.0
402,1.0,1.0,0.0010499415484813558,20.0,2.0
403,1.0,1.0,0.0010496711655517137,20.0,3.0
404,1.0,1.0,0.0014770399467373973,20.0,4.0
405,1.0,1.0,0.0015872991644674337,20.0,5.0
406,1.0,1.0,0.0012654404723894174,20.0,6.0
407,1.0,1.0,0.0012550713137856882,20.0,7.0
408,1.0,1.0,0.0011517652381598867,20.0,8.0
409,1.0,1.0,0.0011415901831376717,20.0,9.0
410,1.0,1.0,0.0010825578913897906,20.0,10.0
411,1.0,1.0,0.0010743799331650104,20.0,11.0
412,1.0,1.0,0.001038070183776876,20.0,12.0
413,1.0,1.0,0.0010333087619512145,20.0,13.0
414,1.0,1.0,0.0010106609896862145,20.0,14.0
415,1.0,1.0,0.0010088815512017298,20.0,15.0
416,1.0,1.0,0.0009950465292689478,20.0,16.0
417,1.0,1.0,0.0009949566714756626,20.0,17.0
418,1.0,1.0,0.0009869655877085862,20.0,18.0
419,1.0,1.0,0.0009876023326604764,20.0,19.0
420,1.0,1.0,0.01690798229123716,21.0,0.0
421,1.0,1.0,0.005379969946501835,21.0,1.0
422,1.0,1.0,0.0010658659844796391,21.0,2.0
423,1.0,1.0,0.0010647545867635594,21.0,3.0
424,1.0,1.0,0.0014791286243907831,21.0,4.0
425,1.0,1.0,0.001584583897154705,21.0,5.0
426,1.0,1.0,0.001266677608034079,21.0,6.0
427,1.0,1.0,0.0012560097136378489,21.0,7.0
428,1.0,1.0,0.0011547240070643944,21.0,8.0
429,1.0,1.0,0.0011440968136520987,21.0,9.0
430,1.0,1.0,0.0010871006326658038,21.0,10.0
431,1.0,1.0,0.001078393772407389,21.0,11.0
432,1.0,1.0,0.0010431170742696394,21.0,12.0
433,1.0,1.0,0.0010378863883836542,21.0,13.0
434,1.0,1.0,0.0010154183163422,21.0,14.0
435,1.0,1.0,0.001013301477310895,21.0,15.0
436,1.0,1.0,0.000999256668641655,21.0,16.0
437,1.0,1.0,0.0009989589763483421,21.0,17.0
438,1.0,1.0,0.0009907025752278816,21.0,18.0
439,1.0,1.0,0.000991222258497113,21.0,19.0
440,1.0,1.0,0.015807565449006595,22.0,0.0
441,1.0,1.0,0.0027444625288565424,22.0,1.0
442,1.0,1.0,0.001084946732916791,22.0,2.0
443,1.0,1.0,0.0010859286457668496,22.0,3.0
444,1.0,1.0,0.001482634021700483,22.0,4.0
445,1.0,1.0,0.0015808835405108997,22.0,5.0
446,1.0,1.0,0.0012703739927027056,22.0,6.0
447,1.0,1.0,0.0012594351293700988,22.0,7.0
448,1.0,1.0,0.001160621046211209,22.0,8.0
449,1.0,1.0,0.0011495689755124073,22.0,9.0
450,1.0,1.0,0.0010948339391618446,22.0,10.0
451,1.0,1.0,0.0010856188826849325,22.0,11.0
452,1.0,1.0,0.001051397797406368,22.0,12.0
453,1.0,1.0,0.001045706295748596,22.0,13.0
454,1.0,1.0,0.0010233252736354958,22.0,14.0
455,1.0,1.0,0.001020869617479561,22.0,15.0
456,1.0,1.0,0.0010064848865049677,22.0,16.0
457,1.0,1.0,0.0010059743933443633,22.0,17.0
458,1.0,1.0,0.000997332273174143,22.0,18.0
459,1.0,1.0,0.0009977302372940829,22.0,19.0
460,1.0,1.0,0.014875699386598737,23.0,0.0
461,1.0,1.0,0.004786852144306208,23.0,1.0
462,1.0,1.0,0.0011075907943960738,23.0,2.0
463,1.0,1.0,0.00110747865816939,23.0,3.0
464,1.0,1.0,0.0014929419737885732,23.0,4.0
465,1.0,1.0,0.0015865098779297522,23.0,5.0
466,1.0,1.0,0.0012765796800455593,23.0,6.0
467,1.0,1.0,0.0012653992854953244,23.0,7.0
468,1.0,1.0,0.0011695663051681654,23.0,8.0
469,1.0,1.0,0.0011581205226784026,23.0,9.0
470,1.0,1.0,0.0011058912008055346,23.0,10.0
471,1.0,1.0,0.0010961933558677082,23.0,11.0
472,1.0,1.0,0.0010630579459940967,23.0,12.0
473,1.0,1.0,0.0010569180048878024,23.0,13.0
474,1.0,1.0,0.0010345390851822709,23.0,14.0
475,1.0,1.0,0.0010317455781983108,23.0,15.0
476,1.0,1.0,0.001016899132245883,23.0,16.0
477,1.0,1.0,0.0010161718977313022,23.0,17.0
478,1.0,1.0,0.0010070308574281848,23.0,18.0
479,1.0,1.0,0.001007302713476829,23.0,19.0
480,1.0,1.0,0.01408070161687437,24.0,0.0
481,1.0,1.0,0.0027078976541309086,24.0,1.0
482,1.0,1.0,0.0011328972927450508,24.0,2.0
483,1.0,1.0,0.0011338457855096637,24.0,3.0
484,1.0,1.0,0.0014991495776452762,24.0,4.0
485,1.0,1.0,0.0015861156483045669,24.0,5.0
486,1.0,1.0,0.0012853628758131316,24.0,6.0
487,1.0,1.0,0.0012739721565932132,24.0,7.0
488,1.0,1.0,0.0011816977772982561,24.0,8.0
489,1.0,1.0,0.0011698933336535436,24.0,9.0
490,1.0,1.0,0.0011204340251238134,24.0,10.0
491,1.0,1.0,0.001110283377784438,24.0,11.0
492,1.0,1.0,0.0010782720037978738,24.0,12.0
493,1.0,1.0,0.0010716998903020822,24.0,13.0
494,1.0,1.0,0.0010492494810921094,24.0,14.0
495,1.0,1.0,0.001046121552958468,24.0,15.0
496,1.0,1.0,0.001030705440048843,24.0,16.0
497,1.0,1.0,0.0010297586519988,24.0,17.0
498,1.0,1.0,0.0010200184531881753,24.0,18.0
499,1.0,1.0,0.0010201601471499465,24.0,19.0
500,1.0,1.0,0.013398773396525794,25.0,0.0
501,1.0,1.0,0.004316695997870848,25.0,1.0
